ID,Name,Cursor Speed,Typing Speed,Mouse Clicks,Key Presses,Session Duration,Human or Robot,Timestamp
5,dsfd,1168.6095549087347,9.47411215127911,137,22,3.9697203636169434,Human,2025-04-19 15:57:05
