ID,Name,Cursor Speed,Typing Speed,Human or Robot
1,sdasd,876.487153245096,7.4985066321071905,Human
2,asdas,1314.991711838997,8.534541143151689,Human
1,12,993.9234944122609,4.3066836156028625,Human,2025-04-19 15:19:50
1,sad,1081.4711889007363,5.589436224810714,Human,2025-04-19 15:47:02
3,asdaaa,1141.2651481816226,5.181697822639438,Human,2025-04-19 15:50:25
4,ssdddsad,1203.5443248128095,4.735066554294444,256,24,Human,2025-04-19 15:53:12
